sku,instanceType,vcpu,memory,region,price
2538,517,16,122.0,30,0.0
4496,458,2,8.0,30,0.0952
3438,430,32,128.0,39,15.30496
3817,149,8,16.0,89,3.33915
6984,381,64,256.0,29,0.0
204,22,2,4.0,39,0.587
6215,115,48,96.0,31,2.63712
4753,318,1,3.75,19,0.164
2593,267,48,384.0,31,5.114
4338,557,16,128.0,30,7.352
2043,414,4,16.0,63,0.0
4224,57,8,16.0,22,3.3348
5495,261,4,32.0,87,1.022
3205,329,8,32.0,51,0.719
4547,644,192,1536.0,19,89.61984
6684,28,16,32.0,29,0.728
5365,158,192,384.0,15,32.7168
6889,577,48,384.0,69,0.0
288,266,2,16.0,89,0.0
1020,365,4,16.0,27,1.804
2556,469,8,32.0,88,3.44688
6384,410,128,512.0,69,0.0
1735,79,4,8.0,11,0.098
5309,43,8,16.0,84,0.0
6007,43,8,16.0,88,3.48
3601,329,8,32.0,2,1.468
6273,721,4,16.0,30,0.1504
5319,330,16,64.0,16,0.96
4083,481,2,8.0,1,0.12705
6342,704,2,1.0,17,0.0
1942,43,8,16.0,47,1.44
1634,528,4,32.0,16,0.0
2649,571,96,768.0,1,44.592
2970,114,4,8.0,1,1.773
5359,430,32,128.0,17,0.0
5547,91,8,16.0,2,3.456
2341,304,24,48.0,4,0.0
4864,542,32,256.0,19,3.085
4724,572,8,64.0,19,0.859
5416,333,4,16.0,5,0.682
310,334,48,192.0,26,8.256
1771,83,16,32.0,69,0.0
4398,155,64,128.0,22,0.0
3483,304,24,48.0,16,0.0
651,343,64,256.0,69,10.976
6458,239,8,32.0,71,0.0
4586,90,96,192.0,60,6.7224
486,534,32,256.0,11,1.144
3791,381,64,256.0,11,0.0
2065,11,8,15.0,1,3.48
18,61,32,64.0,22,0.0
2114,695,2,8.0,22,0.17
2117,733,896,16384.0,15,553.71638
5202,40,48,96.0,27,2.616
4838,212,64,256.0,15,5.03653
1757,611,4,32.0,9,1.7584
3175,297,8,32.0,28,0.84418
2141,411,16,64.0,5,6.808
2476,21,36,72.0,28,15.318
4274,353,8,32.0,26,1.504
2070,334,48,192.0,11,19.333
5264,441,4,16.0,33,0.0
6166,63,4,8.0,88,0.0
6348,524,8,64.0,47,0.0
5195,524,8,64.0,15,0.608
3569,422,2,8.0,22,0.1323
3670,558,32,256.0,48,2.816
4291,470,16,64.0,26,0.91768
4368,268,64,512.0,19,14.122
4370,356,2,8.0,71,0.0
2953,121,16,32.0,89,0.0
503,43,8,16.0,30,0.0
696,560,4,32.0,62,0.36
583,523,96,768.0,39,9.648
5375,82,8,16.0,29,0.4128
1200,630,48,384.0,71,4.99512
3026,19,8,16.0,44,0.403
5266,330,16,64.0,30,0.0
3222,370,16,64.0,27,1.064
5876,255,48,384.0,29,0.0
774,610,2,16.0,9,0.1292
1298,535,2,16.0,57,0.661
1154,441,4,16.0,39,0.0
3189,677,128,1024.0,69,27.264
1601,708,8,32.0,1,0.0
5075,380,48,192.0,69,7.8336
749,768,192,3072.0,89,18.7584
5589,615,8,64.0,26,3.7266
725,737,64,976.0,15,10.753
2879,90,96,192.0,4,0.0
600,766,64,1024.0,69,0.0
6928,450,2,8.0,71,0.59592
4631,577,48,384.0,17,0.0
2195,596,64,512.0,89,3.6864
3382,47,4,8.0,4,0.314
5981,95,2,4.0,90,0.102
4324,29,32,64.0,17,1.6
877,706,2,2.0,44,0.024
458,555,96,768.0,30,44.112
65,239,8,32.0,71,0.0
4893,29,32,64.0,27,1.917
6633,563,96,768.0,89,8.016
3671,251,16,122.0,47,0.0
3574,39,4,8.0,89,0.0
3782,85,2,4.0,63,0.0
2552,96,4,8.0,19,0.0
4393,532,8,64.0,22,0.496
5393,94,32,64.0,88,2.2368
863,89,64,128.0,64,27.4
3922,556,8,64.0,85,0.0
2013,285,72,576.0,71,10.5732
2119,331,32,128.0,17,5.76
4905,94,32,64.0,89,0.0
779,607,128,1024.0,88,11.1232
6855,434,64,256.0,27,0.0
3021,444,96,384.0,71,0.0
6933,556,8,64.0,91,0.855
201,405,4,16.0,17,0.228
5028,153,4,8.0,18,0.0
5483,335,64,256.0,29,3.232
6218,708,8,32.0,44,0.0
2339,385,192,768.0,11,8.5776
2608,58,128,256.0,89,20.256
972,107,64,128.0,19,12.2496
3236,526,32,256.0,88,14.24
5477,247,32,244.0,69,18.824
3842,272,16,128.0,22,7.514
1519,257,8,64.0,17,0.0
6614,67,16,32.0,33,0.5837
6653,554,64,512.0,88,0.0
308,556,8,64.0,1,0.0
4805,50,16,42.0,28,0.0
2674,105,4,8.0,27,0.0
493,76,32,64.0,28,1.472
1868,608,16,128.0,57,0.0
5449,613,64,512.0,89,0.0
5565,660,8,64.0,28,0.0
2187,412,32,128.0,70,13.92
3322,511,16,122.0,17,0.0
5272,510,8,61.0,26,0.935
6772,431,2,8.0,11,0.0
6197,412,32,128.0,18,13.632
6753,479,16,64.0,6,1.2784
3975,525,16,128.0,24,3.608
4039,480,32,128.0,22,0.0
6339,499,1,4.0,26,0.0694
70,94,32,64.0,12,5.552
3399,151,32,64.0,45,1.96519
3444,326,48,192.0,11,2.424
5877,31,4,8.0,0,0.184
884,524,8,64.0,15,0.608
1247,728,448,6144.0,69,0.0
3550,22,2,4.0,69,0.565
4744,153,4,8.0,9,1.66619
6290,709,2,8.0,69,0.0752
3551,607,128,1024.0,0,25.024
2200,525,16,128.0,2,1.614
6050,93,16,32.0,67,6.85
6117,423,4,16.0,17,1.7982
6940,257,8,64.0,12,1.064
4272,105,4,8.0,22,0.2902
3073,590,16,128.0,30,0.0
2785,78,1,2.0,39,0.049
6223,43,8,16.0,57,0.731
5880,108,96,192.0,6,42.2496
6685,414,4,16.0,39,0.253
1456,40,48,96.0,92,0.0
1380,339,32,128.0,71,1.376
2169,158,192,384.0,26,81.7776
3869,60,16,32.0,88,6.7632
6173,367,64,256.0,1,5.85
1162,649,4,32.0,33,0.0
1292,671,32,256.0,29,0.0
973,622,64,512.0,1,31.52544
1806,572,8,64.0,57,0.0
4869,267,48,384.0,1,10.723
470,616,128,1024.0,23,25.9776
2226,271,128,1024.0,47,28.6656
2506,617,16,128.0,27,3.264
990,661,16,128.0,16,1.3154
6581,560,4,32.0,66,0.456
5020,337,8,32.0,30,1.364
3726,475,64,256.0,28,3.7296
964,470,16,64.0,30,2.81376
3950,107,64,128.0,39,12.2336
1753,208,8,32.0,49,1.006
5593,670,16,128.0,88,1.4464
4262,538,64,512.0,19,0.0
3123,317,2,7.5,88,0.222
2320,60,16,32.0,4,2.6976
4752,757,16,512.0,33,0.0
2767,707,4,16.0,80,0.224
4133,610,2,16.0,27,0.2086
4313,323,16,64.0,27,2.808
5859,714,4,16.0,88,0.0
554,668,8,64.0,22,1.5396
4061,546,64,512.0,27,13.024
2210,330,16,64.0,5,1.078
5487,525,16,128.0,10,3.128
1874,111,16,32.0,63,3.054
3561,350,48,192.0,39,3.59
3703,16,48,96.0,31,2.184
1542,478,192,768.0,16,12.096
6810,151,32,64.0,69,5.1966
2263,739,64,1952.0,16,0.0
3519,122,32,64.0,31,13.75808
3808,684,16,128.0,31,1.00232
2623,253,2,15.25,11,0.245
1847,102,16,32.0,28,0.0
1373,104,2,4.0,17,0.1323
6952,471,32,128.0,45,0.0
3134,425,64,256.0,69,5.09184
4245,618,32,256.0,33,0.0
6176,258,12,96.0,26,0.0
2444,427,8,32.0,71,0.63648
5506,272,16,128.0,47,3.583
5454,611,4,32.0,47,0.0
3921,250,8,61.0,48,0.757
443,570,64,512.0,0,29.728
1597,701,8,32.0,12,0.5704
1211,777,4,32.0,26,0.0
5281,26,96,192.0,1,6.038
6440,771,4,64.0,69,0.3908
5902,323,16,64.0,11,6.84
846,409,8,32.0,0,1.444
1734,93,16,32.0,5,2.6
6014,110,128,256.0,30,56.6016
2499,108,96,192.0,57,8.3664
1875,527,2,16.0,12,0.632
4267,90,96,192.0,1,0.0
2423,275,4,32.0,11,0.869
293,129,16,32.0,27,0.6202
2724,93,16,32.0,17,0.888
4857,49,8,21.0,57,0.664
391,239,8,32.0,71,3.468
2820,581,128,1024.0,16,0.0
3588,529,48,384.0,16,0.0
3800,185,16,128.0,89,2.268
2121,285,72,576.0,89,0.0
6859,375,8,32.0,27,0.7364
1337,129,16,32.0,88,0.7208
3823,153,4,8.0,33,0.0
1692,660,8,64.0,17,0.6264
6420,704,2,1.0,1,0.0798
1783,751,96,1536.0,48,13.9284
1726,110,128,256.0,44,8.60864
3020,630,48,384.0,31,0.0
993,435,96,384.0,26,9.54096
6781,753,64,2048.0,31,39.2115
927,132,1,2.0,69,0.0
6418,470,16,64.0,57,1.22096
1970,381,64,256.0,88,0.0
1562,441,4,16.0,27,0.79122
5999,334,48,192.0,11,0.0
791,468,64,256.0,0,3.8624
484,414,4,16.0,11,0.202
405,423,4,16.0,16,0.0
39,135,64,128.0,88,3.6288
4552,380,48,192.0,71,2.0736
69,31,4,8.0,1,1.684
2177,19,8,16.0,28,0.539
4806,617,16,128.0,23,3.2472
663,42,96,192.0,12,7.478
3360,305,4,8.0,28,0.267
1095,56,96,192.0,69,0.0
6183,73,64,128.0,15,0.0
5024,535,2,16.0,1,0.204
5244,521,48,384.0,39,9.773
4963,17,72,144.0,47,5.018
704,39,4,8.0,27,0.0
1441,15,4,7.5,16,1.73
2051,407,64,256.0,63,4.9216
1764,219,64,128.0,19,3.7039
304,636,32,256.0,1,0.0
5628,339,32,128.0,17,1.728
5682,329,8,32.0,88,0.448
4957,466,1,4.0,19,0.0
4725,126,48,96.0,71,1.7342
2156,691,192,1536.0,71,14.10816
3139,32,48,96.0,71,20.064
12,191,24,96.0,89,3.154
1643,241,32,128.0,89,13.872
1969,73,64,128.0,31,0.0
1429,153,4,8.0,9,0.64619
2508,335,64,256.0,26,4.41
3074,742,16,488.0,16,4.836
5993,671,32,256.0,28,14.4864
3513,696,2,4.0,12,0.0
2090,284,48,384.0,71,6.2376
3827,200,64,488.0,16,6.68
1839,358,48,192.0,69,9.024
2617,259,24,192.0,44,0.0
6043,32,48,96.0,16,0.0
6152,93,16,32.0,16,6.784
5826,560,4,32.0,27,0.32
5857,713,2,2.0,1,0.022
603,290,24,192.0,19,12.6708
3540,469,8,32.0,71,0.51824
4211,271,128,1024.0,18,11.84832
1123,320,40,160.0,88,0.0
4450,192,32,128.0,17,5.27168
6497,415,48,192.0,26,4.2384
711,482,4,16.0,19,0.7404
1801,514,4,30.5,89,0.4
1809,334,48,192.0,11,1.333
166,17,72,144.0,23,3.348
2520,41,72,144.0,19,0.0
3045,23,4,8.0,1,0.684
4312,737,64,976.0,27,15.683
1511,525,16,128.0,50,3.551
28,757,16,512.0,29,6.12013
4419,706,2,2.0,29,0.0
163,111,16,32.0,19,3.0624
3570,93,16,32.0,60,2.77
3135,666,64,512.0,57,0.0
1230,330,16,64.0,17,1.23
171,327,64,256.0,28,27.552
4972,345,8,32.0,19,0.0
522,554,64,512.0,69,0.0
1769,352,96,384.0,48,6.653
4130,269,96,768.0,11,10.968
6472,77,2,4.0,28,0.0
5023,21,36,72.0,89,1.53
4325,471,32,128.0,89,1.53216
3024,109,8,16.0,62,0.567
813,257,8,64.0,1,0.0
4810,634,128,1024.0,27,27.86496
6103,626,16,128.0,17,0.0
4539,149,8,16.0,30,1.36299
2282,661,16,128.0,6,1.3154
5861,433,48,192.0,89,0.0
1598,567,2,16.0,27,0.666
2031,299,32,128.0,19,3.41405
5527,83,16,32.0,62,0.864
4708,353,8,32.0,16,3.564
3839,339,32,128.0,17,0.0
6991,217,32,128.0,69,2.448
4426,429,16,64.0,1,1.87096
4983,536,4,32.0,15,0.0
5749,540,8,64.0,89,0.524
4391,419,128,512.0,22,8.4672
126,471,32,128.0,22,0.0
6648,193,4,16.0,69,1.006
3106,605,96,768.0,5,7.8624
6829,770,2,32.0,26,0.0
4583,738,128,1952.0,11,15.925
5017,581,128,1024.0,22,0.0
6291,532,8,64.0,29,0.0
5544,433,48,192.0,27,21.73464
6376,43,8,16.0,15,0.0
5476,524,8,64.0,28,0.727
4975,259,24,192.0,69,3.118
4682,627,32,256.0,27,0.0
1590,406,48,192.0,29,2.688
4115,670,16,128.0,71,0.0
5744,118,8,16.0,31,3.43952
5752,326,48,192.0,30,20.688
925,47,4,8.0,33,0.286
3770,319,4,15.0,16,0.0
1459,317,2,7.5,26,0.158
2287,563,96,768.0,30,9.408
1033,336,96,384.0,71,4.128
5054,331,32,128.0,57,0.0
5171,609,32,256.0,23,0.0
4486,320,40,160.0,89,2.676
6177,463,8,32.0,88,0.0
3798,586,4,32.0,89,0.2944
5721,597,8,64.0,16,0.556
455,535,2,16.0,30,0.613
3591,539,96,768.0,17,9.254
4004,408,96,384.0,5,6.4704
4390,375,8,32.0,15,3.812
1642,107,64,128.0,29,28.3344
6475,104,2,4.0,9,0.16756
1516,705,2,0.5,17,0.0
822,386,16,64.0,71,2.6112
6992,539,96,768.0,11,5.609
5408,557,16,128.0,63,1.71
6243,354,16,64.0,19,1.438
1320,386,16,64.0,27,0.0
3358,331,32,128.0,1,13.936
2634,524,8,64.0,53,0.0
3007,556,8,64.0,88,1.608
281,393,16,64.0,4,0.848
6968,561,48,384.0,71,0.0
2824,368,96,384.0,89,5.712
3814,18,96,192.0,3,0.0
4988,329,8,32.0,4,3.528
1202,328,96,384.0,69,16.128
4873,291,2,16.0,89,1.7599
4488,559,2,16.0,30,0.169
3564,57,8,16.0,89,1.266
2012,474,48,192.0,45,3.35136
6254,612,48,384.0,11,3.8064
2560,40,48,96.0,5,0.0
3728,531,96,768.0,71,5.424
4029,378,2,8.0,89,0.0
3547,504,8,61.0,16,0.0
5522,19,8,16.0,58,0.0
6125,150,16,32.0,22,1.01254
2599,706,2,2.0,15,0.0936
4242,612,48,384.0,28,0.0
5617,738,128,1952.0,30,32.166
3934,272,16,128.0,45,1.712
4933,436,8,32.0,16,0.81848
6899,703,2,4.0,33,0.0456
481,44,16,32.0,62,0.96
1455,104,2,4.0,23,0.1789
2701,269,96,768.0,12,45.6624
3851,357,4,16.0,89,0.0
3864,258,12,96.0,30,0.0
6202,754,96,3072.0,11,32.163
6317,555,96,768.0,11,7.248
665,387,32,128.0,57,2.2032
1281,518,32,244.0,11,2.192
1238,664,4,32.0,33,0.0
2367,192,32,128.0,6,0.0
3754,426,96,384.0,69,0.0
794,326,48,192.0,16,8.64
2048,327,64,256.0,88,27.584
388,549,16,128.0,29,7.4
6133,692,1,8.0,26,0.08828
3487,11,8,15.0,1,0.0
5486,523,96,768.0,17,8.87
131,107,64,128.0,15,28.0992
966,382,96,384.0,16,0.0
1213,652,8,64.0,71,0.0
5479,108,96,192.0,5,0.0
4023,612,48,384.0,23,3.9816
5224,557,16,128.0,87,1.653
3087,418,8,32.0,57,0.0
3509,329,8,32.0,40,0.469
6347,22,2,4.0,30,0.0
5703,369,8,32.0,19,1.572
2997,147,48,96.0,28,8.17794
4326,251,16,122.0,15,3.384
3224,611,4,32.0,31,0.268
4948,700,4,16.0,88,1.7208
540,744,4,122.0,19,0.0
4524,615,8,64.0,69,0.6048
227,94,32,64.0,27,0.0
6170,135,64,128.0,89,2.903
3761,155,64,128.0,11,26.856
2438,50,16,42.0,0,7.04
3640,555,96,768.0,17,0.0
6915,101,128,256.0,23,9.2864
6870,50,16,42.0,89,1.134
5581,625,128,1024.0,31,13.25376
4107,27,8,16.0,1,1.328
2600,93,16,32.0,0,2.736
4198,630,48,384.0,1,5.02632
6565,468,64,256.0,31,27.256
1557,483,48,192.0,26,2.58096
3183,626,16,128.0,89,0.0
2624,152,2,4.0,57,0.0
2443,25,64,128.0,15,26.752
4982,127,64,128.0,29,2.7407
247,18,96,192.0,3,0.0
3012,139,1,2.0,33,0.0515
6405,528,4,32.0,16,0.372
6441,365,4,16.0,1,0.342
543,53,4,10.5,88,0.0
5052,406,48,192.0,12,0.0
6444,221,16,32.0,26,1.0358
1394,60,16,32.0,28,0.0
4823,444,96,384.0,27,7.824
1132,143,32,64.0,27,2.256
5910,332,2,8.0,27,0.107
4766,568,4,32.0,1,0.402
3757,63,4,8.0,19,0.6726
616,573,16,128.0,89,0.0
4257,476,96,384.0,11,5.0904
6398,259,24,192.0,87,3.254
357,481,2,8.0,69,0.0
5255,16,48,96.0,27,0.0
1861,415,48,192.0,60,9.31944
1633,753,64,2048.0,9,41.4069
798,707,4,16.0,68,0.0
4568,525,16,128.0,10,0.0
2316,45,36,72.0,31,15.372
6330,427,8,32.0,26,0.75816
5665,328,96,384.0,17,5.76
2994,106,48,96.0,71,8.4816
2589,257,8,64.0,69,0.0
159,329,8,32.0,20,0.648
6080,428,128,512.0,71,0.0
3892,110,128,256.0,69,0.0
4971,290,24,192.0,89,3.1188
2831,35,8,16.0,69,0.0
4034,620,4,32.0,19,0.0
2446,667,96,768.0,33,7.1064
695,26,96,192.0,29,0.0
1504,270,8,64.0,5,3.779
2163,254,4,30.5,33,0.0
5129,556,8,64.0,15,1.652
3764,257,8,64.0,19,0.0
6987,554,64,512.0,19,0.0
2458,352,96,384.0,16,8.39
5394,41,72,144.0,16,0.0
1707,759,4,128.0,2,0.0
1906,255,48,384.0,31,0.0
3998,124,1,2.0,89,0.05132
5226,597,8,64.0,30,0.5408
1671,114,4,8.0,5,0.0
2835,48,72,192.0,57,0.0
6962,426,96,384.0,1,9.60336
2057,528,4,32.0,57,0.882
4206,609,32,256.0,48,14.4816
53,436,8,32.0,11,0.0
6132,151,32,64.0,88,13.69176
5736,351,64,256.0,57,29.76
284,120,192,384.0,31,10.54848
1693,711,2,1.0,71,0.0094
4351,709,2,8.0,19,0.0
6143,275,4,32.0,2,0.931
3521,270,8,64.0,5,0.0
1994,526,32,256.0,28,2.368
3103,583,16,128.0,71,0.9072
6672,532,8,64.0,0,3.544
1908,260,2,16.0,48,0.755
6632,90,96,192.0,15,16.128
3491,744,4,122.0,89,0.0
3508,27,8,16.0,89,0.0
6726,108,96,192.0,0,0.0
2867,476,96,384.0,88,0.0
830,536,4,32.0,27,0.0
817,42,96,192.0,5,0.0
2004,77,2,4.0,88,0.096
1470,159,16,32.0,19,6.8988
331,465,32,128.0,16,0.0
3792,420,16,64.0,1,1.2016
4955,426,96,384.0,71,0.0
3919,20,16,32.0,30,1.078
1375,436,8,32.0,88,3.64976
3896,271,128,1024.0,4,29.8624
6884,40,48,96.0,72,3.691
4713,22,2,4.0,48,0.106
4889,414,4,16.0,63,0.0
383,775,24,192.0,27,5.376
5900,618,32,256.0,15,14.9072
4701,9,2,3.75,89,0.0
6128,348,2,8.0,26,0.605
992,251,16,122.0,88,0.0
371,754,96,3072.0,0,24.009
2738,560,4,32.0,72,0.84
4055,334,48,192.0,30,0.0
2447,551,2,16.0,22,1.663
3030,42,96,192.0,57,18.672
6827,383,8,32.0,5,1.1822
3448,723,192,2048.0,71,0.0
5161,197,24,256.0,28,2.574
3226,690,8,64.0,89,0.58784
562,21,36,72.0,17,2.606
5437,110,128,256.0,88,0.0
1217,206,48,192.0,28,4.577
2202,183,4,30.5,47,0.809
660,105,4,8.0,9,1.69992
251,415,48,192.0,18,8.78016
5387,116,64,128.0,31,0.0
633,446,128,512.0,71,7.41888
6812,113,2,4.0,31,0.1218
6866,752,128,2048.0,89,0.0
5903,479,16,64.0,15,2.9112
1608,462,64,256.0,27,0.0
2876,394,32,128.0,4,1.696
699,329,8,32.0,20,1.608
1065,680,48,384.0,69,0.0
6391,69,2,4.0,1,0.0
307,673,4,32.0,17,0.3171
1148,409,8,32.0,89,0.384
2241,267,48,384.0,33,0.0
5718,532,8,64.0,89,0.0
1432,707,4,16.0,19,1.7176
6844,27,8,16.0,28,1.324
3763,416,64,256.0,9,28.02688
1268,95,2,4.0,12,0.0
4253,388,2,8.0,5,0.53555
3690,307,192,768.0,30,18.17377
4479,102,16,32.0,28,1.2364
2898,408,96,384.0,62,0.0
783,47,4,8.0,33,0.698
3265,607,128,1024.0,90,11.84
2257,496,16,64.0,71,0.0
5304,776,2,16.0,69,0.0
3656,352,96,384.0,10,18.336
3484,651,64,512.0,19,4.1344
3426,144,2,4.0,69,0.1248
1192,44,16,32.0,63,0.0
23,683,192,1536.0,89,0.0
4094,570,64,512.0,1,5.728
3669,737,64,976.0,16,10.753
5002,677,128,1024.0,19,62.528
6858,321,64,256.0,1,0.0
1938,529,48,384.0,89,2.712
2710,49,8,21.0,47,1.496
4570,330,16,64.0,85,1.19
1442,619,2,16.0,1,0.2493
6569,274,2,16.0,27,0.257
6705,110,128,256.0,33,23.552
3572,470,16,64.0,33,1.12424
2498,525,16,128.0,28,0.0
1981,454,64,256.0,0,3.2896
4452,51,36,96.0,28,0.0
2123,571,96,768.0,29,44.401
718,601,1,8.0,39,0.0759
3120,12,16,30.0,28,2.872
864,272,16,128.0,44,7.589
3804,522,64,512.0,30,0.0
6504,605,96,768.0,11,42.24
724,14,2,3.75,1,0.0
3976,671,32,256.0,19,2.5536
2502,586,4,32.0,71,0.2268
1711,20,16,32.0,27,6.768
3824,147,48,96.0,15,2.29824
904,407,64,256.0,16,4.9216
1924,750,64,1024.0,9,0.0
3218,575,2,16.0,4,0.202
1729,255,48,384.0,11,0.0
1841,428,128,512.0,33,13.31072
1701,103,32,64.0,89,2.1536
192,43,8,16.0,5,3.396
5939,672,2,16.0,30,0.1554
6897,468,64,256.0,9,3.25584
1209,560,4,32.0,57,0.456
2304,574,32,256.0,22,6.448
2694,270,8,64.0,19,1.765
3386,609,32,256.0,2,0.0
4315,155,64,128.0,89,2.856
893,468,64,256.0,19,0.0
6205,351,64,256.0,27,28.032
5929,563,96,768.0,69,19.536
64,26,96,192.0,15,0.0
6782,470,16,64.0,19,1.25992
2232,704,2,1.0,44,0.0
2485,524,8,64.0,4,0.0
5759,333,4,16.0,28,1.722
1250,325,4,16.0,22,0.2896
2204,527,2,16.0,71,0.126
701,737,64,976.0,11,0.0
5341,403,2,8.0,9,0.096
3432,254,4,30.5,10,1.874
1593,755,8,256.0,12,3.37775
6506,396,1,4.0,87,0.0
1002,160,32,64.0,71,0.0
1450,302,96,192.0,30,5.517
2145,754,96,3072.0,0,25.6314
1527,705,2,0.5,4,0.0
3654,523,96,768.0,10,0.0
4674,738,128,1952.0,19,0.0
4378,720,2,2.0,16,0.0
6260,8,32,60.0,17,0.0
1388,148,64,128.0,33,3.06432
3336,340,2,8.0,15,0.106
2954,328,96,384.0,57,43.344
315,556,8,64.0,44,0.0
1649,389,4,16.0,27,1.6926
3507,590,16,128.0,30,0.944
757,393,16,64.0,57,0.0
1138,458,2,8.0,2,0.108
4451,186,32,256.0,22,0.0
5921,418,8,32.0,11,0.6476
1291,578,64,512.0,27,11.7408
632,527,2,16.0,49,0.237
6495,47,4,8.0,66,0.327
707,714,4,16.0,16,1.6888
4868,134,48,96.0,0,2.6309
2338,23,4,8.0,10,0.222
6681,22,2,4.0,88,0.586
2955,269,96,768.0,47,45.9792
4294,109,8,16.0,6,0.656
6963,664,4,32.0,33,0.3024
693,574,32,256.0,27,2.672
4345,480,32,128.0,9,0.0
1690,406,48,192.0,19,0.0
4844,385,192,768.0,29,12.9216
5482,91,8,16.0,12,0.0
2927,523,96,768.0,57,9.648
3918,116,64,128.0,28,0.0
2663,323,16,64.0,22,2.808
3820,40,48,96.0,63,2.88
3091,484,64,256.0,5,2.05312
3151,412,32,128.0,47,2.112
5421,351,64,256.0,69,27.616
2426,333,4,16.0,48,0.303
2571,34,96,192.0,47,0.0
5261,302,96,192.0,0,41.953
2654,703,2,4.0,7,0.141
6282,618,32,256.0,45,6.38016
6438,608,16,128.0,4,0.0
512,641,96,768.0,89,18.8232
286,672,2,16.0,45,0.20652
3597,92,128,256.0,71,5.44
6570,162,4,8.0,30,0.6921
6200,44,16,32.0,88,0.0
2371,16,48,96.0,1,0.0
5390,111,16,32.0,9,0.0
32,20,16,32.0,24,3.02
6307,73,64,128.0,69,0.0
4657,777,4,32.0,69,0.0
742,544,4,32.0,15,0.0
723,107,64,128.0,30,11.9808
1141,330,16,64.0,31,0.0
6446,406,48,192.0,70,8.64
3627,88,48,96.0,60,3.3612
6195,186,32,256.0,44,8.95824
1704,254,4,30.5,22,0.0
6872,246,16,122.0,88,9.752
576,429,16,64.0,1,0.0
889,754,96,3072.0,12,40.533
2918,183,4,30.5,22,2.259
5497,527,2,16.0,0,0.151
4848,29,32,64.0,88,0.0
3528,610,2,16.0,27,0.141
5429,611,4,32.0,45,0.3322
2947,315,4,15.0,69,0.35
4577,58,128,256.0,27,0.0
2434,100,8,16.0,89,3.4032
5238,742,16,488.0,71,0.0
3611,492,4,16.0,17,0.0
4251,654,32,256.0,22,1.8768
2410,437,128,512.0,11,0.0
2700,216,16,64.0,31,0.0
6114,167,192,384.0,69,7.65696
3573,108,96,192.0,22,41.9472
2769,524,8,64.0,71,0.0
210,42,96,192.0,2,0.0
5294,759,4,128.0,15,0.0
2042,572,8,64.0,88,0.811
2635,418,8,32.0,28,0.0
3944,373,4,16.0,19,0.0
6627,477,8,32.0,10,3.504
3795,637,2,16.0,27,0.67539
1101,417,96,384.0,60,43.11888
3857,111,16,32.0,70,7.134
3870,528,4,32.0,44,0.0
2990,253,2,15.25,19,0.663
5268,23,4,8.0,71,0.238
1415,674,48,384.0,71,4.464
6604,752,128,2048.0,17,0.0
3853,415,48,192.0,18,3.83136
190,472,2,8.0,30,0.11172
3647,730,448,9216.0,28,0.0
6076,522,64,512.0,22,28.416
6830,171,1,2.0,31,0.04255
3756,432,4,16.0,71,0.79824
721,707,4,16.0,70,0.0
6924,436,8,32.0,69,0.0
837,611,4,32.0,47,0.0
1503,19,8,16.0,17,1.404
1529,191,24,96.0,89,0.0
1699,674,48,384.0,71,4.464
1967,472,2,8.0,0,0.6007
4515,65,64,128.0,48,2.5683
1222,635,16,128.0,26,1.93648
2677,536,4,32.0,29,0.334
1648,533,16,128.0,27,1.016
1302,357,4,16.0,6,0.35
3154,400,8,32.0,69,0.3616
2372,546,64,512.0,31,5.05408
4348,665,48,384.0,27,4.3644
6575,52,2,5.25,57,0.0
5280,60,16,32.0,89,0.0
5184,750,64,1024.0,18,0.0
3075,91,8,16.0,12,3.428
3064,575,2,16.0,69,0.217
647,153,4,8.0,11,0.23718
4535,44,16,32.0,44,0.0
4045,259,24,192.0,5,3.084
1391,99,96,192.0,9,6.42048
275,637,2,16.0,26,0.27586
2253,357,4,16.0,10,0.284
6419,414,4,16.0,30,0.704
141,758,32,1024.0,9,20.70345
6516,720,2,2.0,45,0.0176
3495,342,48,192.0,30,0.0
6589,703,2,4.0,5,0.1124
731,707,4,16.0,55,0.2884
5137,478,192,768.0,18,0.0
6669,610,2,16.0,44,0.0
4966,287,8,64.0,27,1.2852
792,320,40,160.0,15,0.0
2881,524,8,64.0,57,0.939
3780,409,8,32.0,29,0.448
1905,385,192,768.0,27,32.2848
4935,534,32,256.0,29,0.0
2681,487,192,768.0,33,9.59808
2058,17,72,144.0,10,0.0
2611,642,8,64.0,19,3.73416
4811,701,8,32.0,0,0.5256
6841,270,8,64.0,45,0.0
6443,703,2,4.0,44,0.0
5675,661,16,128.0,88,1.2247
3733,176,192,384.0,33,10.67904
3300,406,48,192.0,12,3.7872
6167,660,8,64.0,31,0.0
2256,525,16,128.0,28,0.0
5330,482,4,16.0,18,0.2818
4015,408,96,384.0,90,0.0
1576,541,16,128.0,1,0.0
5631,113,2,4.0,19,0.1428
5795,51,36,96.0,31,6.408
772,60,16,32.0,69,6.612
2092,154,48,96.0,30,0.0
2044,268,64,512.0,31,5.738
1319,707,4,16.0,30,0.1888
4575,707,4,16.0,27,0.6624
2471,526,32,256.0,5,2.08
5320,177,16,32.0,69,0.78384
6460,91,8,16.0,27,0.5
436,744,4,122.0,16,2.709
3029,261,4,32.0,89,1.952
1965,268,64,512.0,6,0.0
2008,6,8,15.0,16,1.488
