sku,instanceType,vcpu,memory,region,price
0,1,16.0,64.0,54,1.719
0,1,16.0,64.0,54,0.983
0,1,16.0,64.0,13,1.504
0,1,16.0,64.0,13,0.768
13,2,48.0,384.0,6,6.271
13,2,48.0,384.0,6,32412.0
13,2,48.0,384.0,6,60979.0
11,3,2.0,16.0,5,0.293
11,3,2.0,16.0,5,0.201
14,3,4.0,32.0,51,0.489
14,3,4.0,32.0,51,0.305
9,3,16.0,128.0,48,2.349
9,3,16.0,128.0,48,1.613
7,0,96.0,384.0,32,4.608
7,0,96.0,384.0,32,23816.0
7,0,96.0,384.0,32,44806.0
13,2,48.0,384.0,27,3.648
13,2,48.0,384.0,27,18854.0
13,2,48.0,384.0,27,35472.0
3,1,48.0,192.0,4,4.968
3,1,48.0,192.0,4,2.76
14,2,4.0,32.0,5,0.402
14,2,4.0,32.0,5,2078.0
14,2,4.0,32.0,5,3909.0
16,3,8.0,64.0,33,0.932
16,3,8.0,64.0,33,0.564
3,1,48.0,192.0,14,4.512
3,1,48.0,192.0,14,2.304
6,0,8.0,32.0,57,0.384
6,0,8.0,32.0,57,1985.0
6,0,8.0,32.0,57,3835.0
10,2,20.0,160.0,0,1.51
10,2,20.0,160.0,0,7804.0
10,2,20.0,160.0,0,14683.0
11,3,2.0,16.0,50,0.24
11,3,2.0,16.0,50,0.148
15,2,64.0,512.0,47,7.077
15,2,64.0,512.0,47,36578.0
15,2,64.0,512.0,47,68816.0
0,1,16.0,64.0,11,1.811
0,1,16.0,64.0,11,1.075
11,3,2.0,16.0,41,0.244
11,3,2.0,16.0,41,0.152
17,3,96.0,672.0,20,11.52
17,3,96.0,672.0,20,7.104
1,1,2.0,8.0,45,0.225
1,1,2.0,8.0,45,0.133
13,3,48.0,384.0,55,5.568
13,3,48.0,384.0,55,3.36
7,1,96.0,384.0,6,13.963
7,1,96.0,384.0,6,9.547
7,1,96.0,384.0,16,11.405
7,1,96.0,384.0,16,6.989
8,3,104.0,672.0,53,13.478
8,3,104.0,672.0,53,8.694
1,0,2.0,8.0,34,0.127
1,0,2.0,8.0,34,654.0
1,0,2.0,8.0,34,1230.0
17,2,96.0,672.0,14,6.048
17,2,96.0,672.0,14,31258.0
17,2,96.0,672.0,14,58808.0
25,5,64.0,1397.0,57,25.92256
25,5,64.0,1397.0,57,22.97856
7,0,96.0,384.0,56,4.608
7,0,96.0,384.0,56,23816.0
7,0,96.0,384.0,56,44806.0
14,3,4.0,32.0,26,0.444
14,3,4.0,32.0,26,0.26
16,2,8.0,64.0,44,0.536
16,2,8.0,64.0,44,2770.0
16,2,8.0,64.0,44,5212.0
12,2,32.0,256.0,57,2.016
12,2,32.0,256.0,57,10419.0
12,2,32.0,256.0,57,20133.0
22,4,176.0,1536.0,40,19.33
22,4,176.0,1536.0,40,99903.0
22,4,176.0,1536.0,40,177794.0
17,2,96.0,672.0,43,6.768
17,2,96.0,672.0,43,34980.0
17,2,96.0,672.0,43,65809.0
9,3,16.0,128.0,21,1.92
9,3,16.0,128.0,21,1.184
6,1,8.0,32.0,33,0.796
6,1,8.0,32.0,33,0.428
18,4,128.0,2794.0,57,45.95712
18,4,128.0,2794.0,57,237525.0
18,4,128.0,2794.0,57,422714.0
13,3,48.0,384.0,19,5.491
13,3,48.0,384.0,19,3.283
10,2,20.0,160.0,6,2.613
10,2,20.0,160.0,6,13505.0
10,2,20.0,160.0,6,25408.0
10,2,20.0,160.0,34,1.672
10,2,20.0,160.0,34,8642.0
10,2,20.0,160.0,34,16258.0
20,5,16.0,128.0,44,2.787
20,5,16.0,128.0,44,2.051
5,0,64.0,256.0,38,4.064
5,0,64.0,256.0,38,21004.0
5,0,64.0,256.0,38,39517.0
8,3,104.0,672.0,30,12.712
8,3,104.0,672.0,30,7.928
4,0,4.0,16.0,23,0.248
4,0,4.0,16.0,23,1282.0
4,0,4.0,16.0,23,2411.0
13,2,48.0,384.0,57,3.024
13,2,48.0,384.0,57,15629.0
13,2,48.0,384.0,57,30199.0
17,2,96.0,672.0,24,7.296
17,2,96.0,672.0,24,37709.0
17,2,96.0,672.0,24,70943.0
10,2,20.0,160.0,23,1.52
10,2,20.0,160.0,23,7856.0
10,2,20.0,160.0,23,14780.0
8,3,104.0,672.0,21,13.25
8,3,104.0,672.0,21,8.466
6,1,8.0,32.0,12,0.896
6,1,8.0,32.0,12,0.528
15,2,64.0,512.0,57,4.032
15,2,64.0,512.0,57,20839.0
15,2,64.0,512.0,57,40265.0
1,1,2.0,8.0,21,0.204
1,1,2.0,8.0,21,0.112
9,3,16.0,128.0,12,2.072
9,3,16.0,128.0,12,1.336
14,3,4.0,32.0,19,0.458
14,3,4.0,32.0,19,0.274
17,2,96.0,672.0,35,10.433
17,2,96.0,672.0,35,53923.0
17,2,96.0,672.0,35,101449.0
17,2,96.0,672.0,25,6.24
3,1,48.0,192.0,48,5.88
3,1,48.0,192.0,48,3.672
2,0,32.0,128.0,53,1.84
2,0,32.0,128.0,53,9187.0
2,0,32.0,128.0,53,17891.0
12,2,32.0,256.0,49,2.482
12,2,32.0,256.0,49,12826.0
12,2,32.0,256.0,49,24130.0
14,3,4.0,32.0,14,0.436
14,3,4.0,32.0,14,0.252
6,1,8.0,32.0,20,0.816
6,1,8.0,32.0,20,0.448
4,0,4.0,16.0,7,0.214
4,0,4.0,16.0,7,1106.0
4,0,4.0,16.0,7,2081.0
2,0,32.0,128.0,30,1.69
2,0,32.0,128.0,30,8733.0
2,0,32.0,128.0,30,16429.0
7,1,96.0,384.0,48,11.76
7,1,96.0,384.0,48,7.344
6,0,8.0,32.0,45,0.53
6,0,8.0,32.0,45,2741.0
6,0,8.0,32.0,45,5157.0
8,3,104.0,672.0,56,11.991
8,3,104.0,672.0,56,7.207
8,2,104.0,672.0,18,8.694
8,2,104.0,672.0,18,44936.0
8,2,104.0,672.0,18,84541.0
16,3,8.0,64.0,44,0.904
16,3,8.0,64.0,44,0.536
15,2,64.0,512.0,15,4.736
15,2,64.0,512.0,15,24478.0
15,2,64.0,512.0,15,46051.0
3,1,48.0,192.0,5,5.88
3,1,48.0,192.0,5,3.672
3,0,48.0,192.0,48,3.672
3,0,48.0,192.0,48,18980.0
3,0,48.0,192.0,48,35707.0
3,0,48.0,192.0,53,2.76
3,0,48.0,192.0,53,13781.0
3,0,48.0,192.0,53,26837.0
7,0,96.0,384.0,37,5.65
7,0,96.0,384.0,37,29199.0
7,0,96.0,384.0,37,56419.0
13,3,48.0,384.0,13,5.232
13,3,48.0,384.0,13,3.024
3,1,48.0,192.0,53,4.968
3,1,48.0,192.0,53,2.76
20,4,16.0,128.0,56,1.46
20,4,16.0,128.0,56,7570.0
20,4,16.0,128.0,56,13473.0
9,2,16.0,128.0,26,1.04
15,3,64.0,512.0,23,7.808
15,3,64.0,512.0,23,4.864
21,4,176.0,3892.0,32,62.832
21,4,176.0,3892.0,32,324741.0
21,4,176.0,3892.0,32,577929.0
4,1,4.0,16.0,27,0.42
4,1,4.0,16.0,27,0.236
12,2,32.0,256.0,37,2.368
12,2,32.0,256.0,37,12031.0
12,2,32.0,256.0,37,23025.0
13,3,48.0,384.0,11,6.442
13,3,48.0,384.0,11,4.234
13,2,48.0,384.0,56,3.024
13,2,48.0,384.0,56,15629.0
13,2,48.0,384.0,56,29404.0
10,2,20.0,160.0,3,1.638
10,2,20.0,160.0,3,8466.0
10,2,20.0,160.0,3,15927.0
9,2,16.0,128.0,46,1.338
9,2,16.0,128.0,46,6913.0
9,2,16.0,128.0,46,13006.0
1,0,2.0,8.0,31,0.126
1,0,2.0,8.0,31,651.0
1,0,2.0,8.0,31,1245.0
9,3,16.0,128.0,50,1.92
9,3,16.0,128.0,50,1.184
28,5,96.0,768.0,33,14.96
28,5,96.0,768.0,33,10.54
16,3,8.0,64.0,12,1.036
16,3,8.0,64.0,12,0.668
15,3,64.0,512.0,11,8.589
15,3,64.0,512.0,11,5.645
1,0,2.0,8.0,17,0.15
1,0,2.0,8.0,17,773.0
1,0,2.0,8.0,17,1454.0
8,2,104.0,672.0,11,10.09
8,2,104.0,672.0,11,51973.0
8,2,104.0,672.0,11,98112.0
12,2,32.0,256.0,51,2.439
12,2,32.0,256.0,51,12608.0
12,2,32.0,256.0,51,23719.0
4,1,4.0,16.0,39,0.514
4,1,4.0,16.0,39,0.33
7,1,96.0,384.0,56,9.024
7,1,96.0,384.0,56,4.608
11,2,2.0,16.0,52,0.151
11,2,2.0,16.0,52,781.0
11,2,2.0,16.0,52,1470.0
22,5,176.0,1536.0,32,24.21056
22,5,176.0,1536.0,32,16.11456
3,0,48.0,192.0,38,3.048
3,0,48.0,192.0,38,15753.0
3,0,48.0,192.0,38,29638.0
10,3,20.0,160.0,1,2.43
10,3,20.0,160.0,1,1.51
6,0,8.0,32.0,34,0.506
6,0,8.0,32.0,34,2615.0
6,0,8.0,32.0,34,4920.0
0,1,16.0,64.0,35,2.052
0,1,16.0,64.0,35,1.316
13,3,48.0,384.0,20,5.76
13,3,48.0,384.0,20,3.552
15,3,64.0,512.0,20,7.68
15,3,64.0,512.0,20,4.736
4,1,4.0,16.0,14,0.376
4,1,4.0,16.0,14,0.192
2,1,32.0,128.0,48,3.92
2,1,32.0,128.0,48,2.448
13,2,48.0,384.0,34,4.013
13,2,48.0,384.0,34,20740.0
13,2,48.0,384.0,34,39019.0
13,2,48.0,384.0,9,3.12
13,2,48.0,384.0,9,16125.0
13,2,48.0,384.0,9,30338.0
12,3,32.0,256.0,44,3.616
12,3,32.0,256.0,44,2.144
15,2,64.0,512.0,12,5.344
15,2,64.0,512.0,12,27620.0
15,2,64.0,512.0,12,51963.0
17,3,96.0,672.0,30,11.069
17,3,96.0,672.0,30,6.653
1,1,2.0,8.0,41,0.212
1,1,2.0,8.0,41,0.12
0,0,16.0,64.0,35,1.316
0,0,16.0,64.0,35,6800.0
0,0,16.0,64.0,35,12792.0
24,5,48.0,384.0,40,7.48
24,5,48.0,384.0,40,5.27
13,3,48.0,384.0,9,5.328
13,3,48.0,384.0,9,3.12
10,3,20.0,160.0,21,2.4
10,3,20.0,160.0,21,1.48
21,5,176.0,3892.0,44,96.063215
21,5,176.0,3892.0,44,87.967215
8,2,104.0,672.0,3,9.369
8,2,104.0,672.0,3,48425.0
8,2,104.0,672.0,3,91104.0
18,5,128.0,2794.0,57,51.84512
18,5,128.0,2794.0,57,45.95712
3,1,48.0,192.0,50,4.872
3,1,48.0,192.0,50,2.664
16,3,8.0,64.0,2,0.972
16,3,8.0,64.0,2,0.604
12,3,32.0,256.0,3,4.093
12,3,32.0,256.0,3,2.621
27,5,96.0,1946.0,13,38.88
27,5,96.0,1946.0,13,34.47
13,2,48.0,384.0,11,4.234
13,2,48.0,384.0,11,21807.0
13,2,48.0,384.0,11,41166.0
22,4,176.0,1536.0,10,18.210041
22,4,176.0,1536.0,10,94117.0
22,4,176.0,1536.0,10,167496.0
7,0,96.0,384.0,40,5.53
7,0,96.0,384.0,40,28579.0
7,0,96.0,384.0,40,53768.0
22,5,176.0,1536.0,40,27.43
22,5,176.0,1536.0,40,19.33
14,2,4.0,32.0,16,0.385
14,2,4.0,32.0,16,1989.0
14,2,4.0,32.0,16,3742.0
15,3,64.0,512.0,8,7.36
15,3,64.0,512.0,8,4.416
8,2,104.0,672.0,9,7.436
8,2,104.0,672.0,9,38432.0
8,2,104.0,672.0,9,72305.0
7,0,96.0,384.0,24,5.952
7,0,96.0,384.0,24,30762.0
7,0,96.0,384.0,24,57875.0
14,3,4.0,32.0,17,0.579
14,3,4.0,32.0,17,0.395
7,1,96.0,384.0,49,10.066
7,1,96.0,384.0,49,5.65
15,2,64.0,512.0,33,4.512
15,2,64.0,512.0,33,22925.0
15,2,64.0,512.0,33,43873.0
19,4,128.0,1024.0,53,15.23
19,4,128.0,1024.0,53,78711.0
19,4,128.0,1024.0,53,140079.0
14,2,4.0,32.0,51,0.305
14,2,4.0,32.0,51,1576.0
14,2,4.0,32.0,51,2965.0
6,0,8.0,32.0,0,0.48
6,0,8.0,32.0,0,2481.0
6,0,8.0,32.0,0,4667.0
9,3,16.0,128.0,47,2.524
9,3,16.0,128.0,47,0.885
7,1,96.0,384.0,9,9.264
7,1,96.0,384.0,9,4.848
11,2,2.0,16.0,13,0.126
11,2,2.0,16.0,13,651.0
11,2,2.0,16.0,13,1225.0
14,2,4.0,32.0,2,0.302
14,2,4.0,32.0,2,1561.0
14,2,4.0,32.0,2,2937.0
4,0,4.0,16.0,14,0.192
4,0,4.0,16.0,14,992.0
4,0,4.0,16.0,14,1867.0
10,3,20.0,160.0,23,2.44
10,3,20.0,160.0,23,1.52
4,1,4.0,16.0,41,0.424
4,1,4.0,16.0,41,0.24
5,1,64.0,256.0,27,6.72
5,1,64.0,256.0,27,3.776
3,0,48.0,192.0,47,3.943
3,0,48.0,192.0,47,20377.0
3,0,48.0,192.0,47,38336.0
15,3,64.0,512.0,15,7.68
15,3,64.0,512.0,15,4.736
14,2,4.0,32.0,30,0.277
14,2,4.0,32.0,30,1433.0
14,2,4.0,32.0,30,2695.0
5,1,64.0,256.0,22,6.528
5,1,64.0,256.0,22,3.584
14,2,4.0,32.0,24,0.304
14,2,4.0,32.0,24,1571.0
14,2,4.0,32.0,24,2956.0
2,0,32.0,128.0,38,2.032
2,0,32.0,128.0,38,10502.0
2,0,32.0,128.0,38,19758.0
8,2,104.0,672.0,14,7.207
8,2,104.0,672.0,14,37250.0
8,2,104.0,672.0,14,70080.0
2,1,32.0,128.0,34,3.496
2,1,32.0,128.0,34,2.024
17,2,96.0,672.0,21,7.104
17,2,96.0,672.0,21,36716.0
17,2,96.0,672.0,21,69076.0
13,2,48.0,384.0,3,3.931
13,2,48.0,384.0,3,20318.0
13,2,48.0,384.0,3,38225.0
15,3,64.0,512.0,32,6.976
15,3,64.0,512.0,32,4.032
13,3,48.0,384.0,54,6.079
13,3,48.0,384.0,54,3.871
4,0,4.0,16.0,36,0.23
4,0,4.0,16.0,36,1189.0
4,0,4.0,16.0,36,2236.0
21,4,176.0,3892.0,33,75.4
21,4,176.0,3892.0,33,389689.0
21,4,176.0,3892.0,33,693514.0
2,0,32.0,128.0,57,1.536
2,0,32.0,128.0,57,7939.0
2,0,32.0,128.0,57,15339.0
13,2,48.0,384.0,17,4.742
13,2,48.0,384.0,17,24511.0
13,2,48.0,384.0,17,46113.0
8,2,104.0,672.0,0,8.637
8,2,104.0,672.0,0,44641.0
8,2,104.0,672.0,0,83985.0
10,2,20.0,160.0,35,2.174
10,2,20.0,160.0,35,11234.0
10,2,20.0,160.0,35,21135.0
10,3,20.0,160.0,27,2.44
10,3,20.0,160.0,27,1.52
19,4,128.0,1024.0,41,15.235584
19,4,128.0,1024.0,41,78744.0
19,4,128.0,1024.0,41,140137.0
14,3,4.0,32.0,16,0.569
14,3,4.0,32.0,16,0.385
12,3,32.0,256.0,17,4.634
12,3,32.0,256.0,17,3.162
10,3,20.0,160.0,50,2.4
10,3,20.0,160.0,50,1.48
8,2,104.0,672.0,28,8.288
8,2,104.0,672.0,28,42837.0
8,2,104.0,672.0,28,80592.0
4,0,4.0,16.0,9,0.202
4,0,4.0,16.0,9,1044.0
4,0,4.0,16.0,9,1964.0
24,4,48.0,384.0,10,4.966375
24,4,48.0,384.0,10,25668.0
24,4,48.0,384.0,10,45681.0
17,2,96.0,672.0,37,7.104
17,2,96.0,672.0,37,36094.0
17,2,96.0,672.0,37,69076.0
17,3,96.0,672.0,21,11.52
17,3,96.0,672.0,21,7.104
17,3,96.0,672.0,39,14.899
17,3,96.0,672.0,39,10.483
8,2,104.0,672.0,7,7.894
8,2,104.0,672.0,7,40797.0
8,2,104.0,672.0,7,76754.0
6,1,8.0,32.0,21,0.816
6,1,8.0,32.0,21,0.448
12,2,32.0,256.0,27,2.432
12,2,32.0,256.0,27,12570.0
12,2,32.0,256.0,27,23648.0
15,2,64.0,512.0,38,5.376
15,2,64.0,512.0,38,27785.0
15,2,64.0,512.0,38,52274.0
11,2,2.0,16.0,57,0.126
11,2,2.0,16.0,57,651.0
11,2,2.0,16.0,57,1258.0
14,3,4.0,32.0,18,0.488
14,3,4.0,32.0,18,0.304
4,1,4.0,16.0,16,0.475
4,1,4.0,16.0,16,0.291
2,1,32.0,128.0,25,3.088
2,1,32.0,128.0,25,1.616
14,3,4.0,32.0,56,0.436
14,3,4.0,32.0,56,0.252
16,2,8.0,64.0,48,0.807
16,2,8.0,64.0,48,4168.0
16,2,8.0,64.0,48,7842.0
12,3,32.0,256.0,9,3.552
12,3,32.0,256.0,9,2.08
1,1,2.0,8.0,17,0.242
1,1,2.0,8.0,17,0.15
2,1,32.0,128.0,56,3.008
2,1,32.0,128.0,56,1.536
1,0,2.0,8.0,45,0.133
1,0,2.0,8.0,45,685.0
1,0,2.0,8.0,45,1289.0
6,1,8.0,32.0,24,0.864
6,1,8.0,32.0,24,0.496
6,1,8.0,32.0,13,0.752
6,1,8.0,32.0,13,0.384
22,5,176.0,1536.0,13,24.2
22,5,176.0,1536.0,13,16.11
7,0,96.0,384.0,16,6.989
7,0,96.0,384.0,16,36121.0
7,0,96.0,384.0,16,67956.0
13,2,48.0,384.0,48,4.839
13,2,48.0,384.0,48,25011.0
13,2,48.0,384.0,48,47054.0
25,4,64.0,1397.0,44,32.170867
25,4,64.0,1397.0,44,166272.0
25,4,64.0,1397.0,44,295908.0
4,1,4.0,16.0,35,0.513
4,1,4.0,16.0,35,0.329
15,2,64.0,512.0,4,4.864
15,2,64.0,512.0,4,25139.0
15,2,64.0,512.0,4,47296.0
8,3,104.0,672.0,23,13.478
8,3,104.0,672.0,23,8.694
3,0,48.0,192.0,14,2.304
3,0,48.0,192.0,14,11908.0
3,0,48.0,192.0,14,22403.0
14,3,4.0,32.0,4,0.488
14,3,4.0,32.0,4,0.304
19,4,128.0,1024.0,14,11.71
19,4,128.0,1024.0,14,60547.0
19,4,128.0,1024.0,14,107753.0
17,3,96.0,672.0,4,11.712
17,3,96.0,672.0,4,7.296
4,1,4.0,16.0,12,0.448
4,1,4.0,16.0,12,0.264
11,2,2.0,16.0,6,0.261
11,2,2.0,16.0,6,1351.0
11,2,2.0,16.0,6,2541.0
8,2,104.0,672.0,2,8.637
8,2,104.0,672.0,2,44641.0
8,2,104.0,672.0,2,83985.0
5,1,64.0,256.0,2,6.784
5,1,64.0,256.0,2,3.84
6,0,8.0,32.0,7,0.428
6,0,8.0,32.0,7,2212.0
6,0,8.0,32.0,7,4162.0
13,2,48.0,384.0,14,3.024
13,2,48.0,384.0,14,15629.0
13,2,48.0,384.0,14,29404.0
10,3,20.0,160.0,55,2.32
10,3,20.0,160.0,55,1.4
7,1,96.0,384.0,36,9.936
7,1,96.0,384.0,36,5.52
1,1,2.0,8.0,48,0.245
1,1,2.0,8.0,48,0.153
16,2,8.0,64.0,40,0.605
16,2,8.0,64.0,40,3126.0
16,2,8.0,64.0,40,5881.0
12,2,32.0,256.0,20,2.368
12,2,32.0,256.0,20,12239.0
12,2,32.0,256.0,20,23025.0
11,3,2.0,16.0,39,0.31
11,3,2.0,16.0,39,0.218
14,3,4.0,32.0,46,0.518
14,3,4.0,32.0,46,0.167
9,3,16.0,128.0,10,1.875
9,3,16.0,128.0,10,1.139
17,3,96.0,672.0,12,12.432
17,3,96.0,672.0,12,8.016
0,1,16.0,64.0,37,1.678
0,1,16.0,64.0,37,0.942
11,3,2.0,16.0,23,0.244
11,3,2.0,16.0,23,0.152
7,0,96.0,384.0,53,5.52
7,0,96.0,384.0,53,27562.0
7,0,96.0,384.0,53,53674.0
6,1,8.0,32.0,51,0.833
6,1,8.0,32.0,51,0.465
10,2,20.0,160.0,19,1.368
10,2,20.0,160.0,19,7046.0
10,2,20.0,160.0,19,13302.0
20,4,16.0,128.0,32,1.46496
20,4,16.0,128.0,32,7572.0
20,4,16.0,128.0,32,13475.0
4,1,4.0,16.0,38,0.438
4,1,4.0,16.0,38,0.254
2,0,32.0,128.0,0,1.92
2,0,32.0,128.0,0,9923.0
2,0,32.0,128.0,0,18669.0
15,2,64.0,512.0,8,4.416
15,2,64.0,512.0,8,22824.0
15,2,64.0,512.0,8,42939.0
0,1,16.0,64.0,24,1.728
0,1,16.0,64.0,24,0.992
9,3,16.0,128.0,26,1.776
9,3,16.0,128.0,26,1.04
20,4,16.0,128.0,44,2.051
20,4,16.0,128.0,44,10600.0
20,4,16.0,128.0,44,18865.0
12,2,32.0,256.0,39,3.494
12,2,32.0,256.0,39,18060.0
12,2,32.0,256.0,39,33978.0
14,3,4.0,32.0,37,0.48
14,3,4.0,32.0,37,0.296
17,2,96.0,672.0,3,7.862
17,2,96.0,672.0,3,40636.0
17,2,96.0,672.0,3,76451.0
16,3,8.0,64.0,52,0.973
16,3,8.0,64.0,52,0.605
14,2,4.0,32.0,45,0.348
14,2,4.0,32.0,45,1801.0
14,2,4.0,32.0,45,3388.0
10,3,20.0,160.0,41,2.44
10,3,20.0,160.0,41,1.52
3,0,48.0,192.0,12,3.168
3,0,48.0,192.0,12,16373.0
3,0,48.0,192.0,12,30804.0
11,2,2.0,16.0,34,0.167
11,2,2.0,16.0,34,864.0
11,2,2.0,16.0,34,1626.0
17,3,96.0,672.0,45,12.778
17,3,96.0,672.0,45,8.362
11,3,2.0,16.0,40,0.243
11,3,2.0,16.0,40,0.151
1,0,2.0,8.0,51,0.116
1,0,2.0,8.0,51,600.0
1,0,2.0,8.0,51,1129.0
6,1,8.0,32.0,54,0.86
6,1,8.0,32.0,54,0.492
10,2,20.0,160.0,2,1.51
10,2,20.0,160.0,2,7804.0
10,2,20.0,160.0,2,14683.0
7,0,96.0,384.0,51,5.576
7,0,96.0,384.0,51,28817.0
7,0,96.0,384.0,51,54216.0
3,0,48.0,192.0,7,2.568
3,0,48.0,192.0,7,13272.0
3,0,48.0,192.0,7,24970.0
16,3,8.0,64.0,48,1.175
16,3,8.0,64.0,48,0.807
8,2,104.0,672.0,39,12.492
8,2,104.0,672.0,39,64566.0
8,2,104.0,672.0,39,121472.0
19,4,128.0,1024.0,44,16.408002
19,4,128.0,1024.0,44,84803.0
19,4,128.0,1024.0,44,150921.0
11,2,2.0,16.0,28,0.145
11,2,2.0,16.0,28,749.0
11,2,2.0,16.0,28,1409.0
10,3,20.0,160.0,49,2.471
10,3,20.0,160.0,49,1.551
3,1,48.0,192.0,24,5.184
3,1,48.0,192.0,24,2.976
10,2,20.0,160.0,52,1.512
10,2,20.0,160.0,52,7815.0
10,2,20.0,160.0,52,14702.0
6,0,8.0,32.0,18,0.46
6,0,8.0,32.0,18,2377.0
6,0,8.0,32.0,18,4473.0
9,2,16.0,128.0,25,1.04
15,2,64.0,512.0,19,4.378
15,2,64.0,512.0,19,22548.0
15,2,64.0,512.0,19,42566.0
14,2,4.0,32.0,41,0.304
14,2,4.0,32.0,41,1545.0
14,2,4.0,32.0,41,2956.0
11,2,2.0,16.0,54,0.161
11,2,2.0,16.0,54,834.0
11,2,2.0,16.0,54,1568.0
15,3,64.0,512.0,36,7.808
15,3,64.0,512.0,36,4.864
9,2,16.0,128.0,8,1.104
9,2,16.0,128.0,8,5706.0
9,2,16.0,128.0,8,10735.0
2,1,32.0,128.0,27,3.36
2,1,32.0,128.0,27,1.888
7,0,96.0,384.0,43,5.136
7,0,96.0,384.0,43,26545.0
7,0,96.0,384.0,43,49940.0
5,0,64.0,256.0,33,3.424
5,0,64.0,256.0,33,17097.0
5,0,64.0,256.0,33,33294.0
5,0,64.0,256.0,46,4.048
5,0,64.0,256.0,46,20922.0
5,0,64.0,256.0,46,39361.0
4,1,4.0,16.0,22,0.408
4,1,4.0,16.0,22,0.224
0,1,16.0,64.0,19,1.6
0,1,16.0,64.0,19,0.864
4,0,4.0,16.0,11,0.269
4,0,4.0,16.0,11,1342.0
4,0,4.0,16.0,11,2614.0
9,2,16.0,128.0,35,1.739
9,2,16.0,128.0,35,8987.0
9,2,16.0,128.0,35,16908.0
12,2,32.0,256.0,43,2.256
12,2,32.0,256.0,43,11660.0
12,2,32.0,256.0,43,21936.0
3,1,48.0,192.0,32,4.512
3,1,48.0,192.0,32,2.304
1,0,2.0,8.0,24,0.124
1,0,2.0,8.0,24,641.0
1,0,2.0,8.0,24,1206.0
1,1,2.0,8.0,14,0.188
1,1,2.0,8.0,14,0.096
6,0,8.0,32.0,14,0.384
6,0,8.0,32.0,14,1985.0
6,0,8.0,32.0,14,3734.0
12,2,32.0,256.0,30,2.218
12,2,32.0,256.0,30,11461.0
12,2,32.0,256.0,30,21563.0
4,0,4.0,16.0,18,0.23
4,0,4.0,16.0,18,1189.0
4,0,4.0,16.0,18,2236.0
9,2,16.0,128.0,5,1.608
9,2,16.0,128.0,5,8311.0
9,2,16.0,128.0,5,15636.0
11,2,2.0,16.0,17,0.198
11,2,2.0,16.0,17,1021.0
11,2,2.0,16.0,17,1921.0
21,4,176.0,3892.0,56,62.83
21,4,176.0,3892.0,56,324741.0
21,4,176.0,3892.0,56,577929.0
17,3,96.0,672.0,57,10.464
17,3,96.0,672.0,57,6.048
25,4,64.0,1397.0,10,25.966612
25,4,64.0,1397.0,10,134206.0
25,4,64.0,1397.0,10,238841.0
0,0,16.0,64.0,6,1.591
0,0,16.0,64.0,6,8224.0
0,0,16.0,64.0,6,15472.0
4,1,4.0,16.0,30,0.395
4,1,4.0,16.0,30,0.211
1,1,2.0,8.0,19,0.2
1,1,2.0,8.0,19,0.108
13,3,48.0,384.0,2,5.832
13,3,48.0,384.0,2,3.624
15,2,64.0,512.0,30,4.435
15,2,64.0,512.0,30,22923.0
15,2,64.0,512.0,30,43126.0
5,0,64.0,256.0,20,3.584
5,0,64.0,256.0,20,18524.0
5,0,64.0,256.0,20,34849.0
11,2,2.0,16.0,33,0.141
11,2,2.0,16.0,33,716.0
11,2,2.0,16.0,33,1371.0
0,0,16.0,64.0,16,1.165
0,0,16.0,64.0,16,6020.0
0,0,16.0,64.0,16,11326.0
16,2,8.0,64.0,32,0.504
16,2,8.0,64.0,32,2605.0
16,2,8.0,64.0,32,4901.0
11,2,2.0,16.0,0,0.151
11,2,2.0,16.0,0,780.0
11,2,2.0,16.0,0,1468.0
28,4,96.0,768.0,40,10.54
28,4,96.0,768.0,40,54494.0
28,4,96.0,768.0,40,96981.0
1,1,2.0,8.0,51,0.208
1,1,2.0,8.0,51,0.116
7,1,96.0,384.0,0,10.176
7,1,96.0,384.0,0,5.76
9,2,16.0,128.0,47,1.769
9,2,16.0,128.0,47,9145.0
9,2,16.0,128.0,47,17204.0
9,2,16.0,128.0,53,1.216
9,2,16.0,128.0,53,6178.0
9,2,16.0,128.0,53,11824.0
11,3,2.0,16.0,34,0.259
11,3,2.0,16.0,34,0.167
17,3,96.0,672.0,48,14.094
17,3,96.0,672.0,48,9.678
4,0,4.0,16.0,2,0.24
4,0,4.0,16.0,2,1240.0
4,0,4.0,16.0,2,2334.0
17,3,96.0,672.0,33,11.184
17,3,96.0,672.0,33,6.768
4,1,4.0,16.0,18,0.414
4,1,4.0,16.0,18,0.23
5,0,64.0,256.0,32,3.072
5,0,64.0,256.0,32,15877.0
5,0,64.0,256.0,32,29871.0
13,2,48.0,384.0,7,3.312
13,2,48.0,384.0,7,17118.0
13,2,48.0,384.0,7,32205.0
17,3,96.0,672.0,54,12.157
17,3,96.0,672.0,54,7.741
4,1,4.0,16.0,20,0.408
4,1,4.0,16.0,20,0.224
9,3,16.0,128.0,35,2.475
9,3,16.0,128.0,35,1.739
15,3,64.0,512.0,0,7.776
15,3,64.0,512.0,0,4.832
3,0,48.0,192.0,9,2.424
3,0,48.0,192.0,9,12528.0
3,0,48.0,192.0,9,23570.0
7,1,96.0,384.0,23,10.368
7,1,96.0,384.0,23,5.952
21,4,176.0,3892.0,44,87.967215
21,4,176.0,3892.0,44,454650.0
